jid,formula,band_gap,formation_energy_per_atom,energy_above_hull,structure_dict,symmetry,density
JVASP-87209,SrRuO3,0.0,-2.0062,0.0282,"{'lattice_mat': [[5.592091203950059, 0.0, 0.0], [0.0, 5.592091203950059, -0.0], [0.0, 0.0, 7.90859772500575]], 'coords': [[0.0, 0.0, 1.97715], [2.796045, 2.796045, 1.97715], [2.796045, 2.796045, 5.93145], [0.0, 0.0, 5.93145], [0.0, 2.796045, 3.9543], [2.796045, 0.0, 3.9543], [0.0, 2.796045, 0.0], [2.796045, 0.0, 0.0], [1.3980225, 4.1940675, 3.9543], [4.1940675, 4.1940675, 0.0], [2.796045, 0.0, 1.97715], [1.3980225, 4.1940675, 0.0], [4.1940675, 4.1940675, 3.9543], [1.3980225, 1.3980225, 0.0], [4.1940675, 1.3980225, 3.9543], [2.796045, 0.0, 5.93145], [0.0, 2.796045, 5.93145], [0.0, 2.796045, 1.97715], [4.1940675, 1.3980225, 0.0], [1.3980225, 1.3980225, 3.9543]], 'elements': ['Sr', 'Sr', 'Sr', 'Sr', 'Ru', 'Ru', 'Ru', 'Ru', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.59209, 5.59209, 7.9086], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,6.357
JVASP-38326,RbCdO3,0.0,-0.49434,0.5756,"{'lattice_mat': [[4.3672292355104965, -0.0, 0.0], [0.0, 4.3672292355104965, -0.0], [-0.0, -0.0, 4.3672292355104965]], 'coords': [[0.0, 0.0, 0.0], [2.183615, 2.183615, 2.183615], [2.183615, 2.183615, 0.0], [2.183615, 0.0, 2.183615], [0.0, 2.183615, 2.183615]], 'elements': ['Rb', 'Cd', 'O', 'O', 'O'], 'abc': [4.36723, 4.36723, 4.36723], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.902
JVASP-37208,SiPdO3,0.0,-1.3133,0.6642,"{'lattice_mat': [[3.592309811864188, -0.0, 0.0], [0.0, 3.592309811864188, 0.0], [-0.0, -0.0, 3.592309811864188]], 'coords': [[1.796155, 1.796155, 1.796155], [0.0, 0.0, 0.0], [1.796155, 1.796155, 0.0], [1.796155, 0.0, 1.796155], [0.0, 1.796155, 1.796155]], 'elements': ['Si', 'Pd', 'O', 'O', 'O'], 'abc': [3.59231, 3.59231, 3.59231], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.537
JVASP-38310,RbInO3,0.0,-1.03273,0.3884,"{'lattice_mat': [[4.315026754603769, -0.0, -0.0], [0.0, 4.315026754603769, 0.0], [-0.0, 0.0, 4.315026754603769]], 'coords': [[0.0, 0.0, 0.0], [2.157515, 2.157515, 2.157515], [2.157515, 2.157515, 0.0], [2.157515, 0.0, 2.157515], [0.0, 2.157515, 2.157515]], 'elements': ['Rb', 'In', 'O', 'O', 'O'], 'abc': [4.31503, 4.31503, 4.31503], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.132
JVASP-49837,Al2O3,4.737,-3.20783,0.1055,"{'lattice_mat': [[0.0, 5.39691339770191, 0.0022838310009608], [8.286347688527082, 0.0, 0.0], [0.0, -2.610613842351888, -4.825187106627282]], 'coords': [[7.929445328454765, 4.514661923312011, -1.1204423556864196], [4.500079671545236, 3.209356923312012, -3.533037355686418], [5.438135271677659, 2.2573409750470934, -1.1519216242437305], [1.2949602716776611, 1.8342640249529079, -1.258393375756269], [6.991389728322342, 0.9520359750470935, -3.5645166242437303], [2.8482147283223394, 0.5289590249529077, -3.6709883757562696], [3.786270328454762, -0.42305692331201084, -1.2898726443135795], [0.35690467154523653, -1.7283619233120122, -3.7024676443135824], [3.234811503587706, 2.1227065489165313, -4.313192494291409], [3.9705442066869105, 3.1899006104875145, -1.5827573580951506], [8.11371920668691, 0.9017043895124841, -0.8275576419048488], [6.585661701040581, 3.412462314721013, -0.4749245312935471], [1.7006882989594208, -0.6261623147210109, -4.347985468706454], [2.4424867010405804, 0.6791426852789895, -1.935390468706453], [4.315805793313089, -0.4036006104875157, -3.2401526419048485], [5.051538496412294, 0.6635934510834683, -0.5097175057085924], [5.84386329895942, 2.107157314721013, -2.887519531293546], [7.377986503587707, -0.6417115489165311, -2.9223125057085917], [0.1726307933130905, 1.8845956104875141, -3.9953523580951518], [0.9083634964122943, 3.428011548916531, -1.9005974942914086]], 'elements': ['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.39691, 8.28635, 5.486141], 'angles': [90.0, 118.4393, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,3.139
JVASP-38314,RbFeO3,0.0,-1.20482,0.1543,"{'lattice_mat': [[3.903902177836003, 0.0, 0.0], [0.0, 3.903902177836003, 0.0], [0.0, -0.0, 3.903902177836003]], 'coords': [[0.0, 0.0, 0.0], [1.95195, 1.95195, 1.95195], [1.95195, 1.95195, 0.0], [1.95195, 0.0, 1.95195], [0.0, 1.95195, 1.95195]], 'elements': ['Rb', 'Fe', 'O', 'O', 'O'], 'abc': [3.9039, 3.9039, 3.9039], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.284
JVASP-97383,BaIrO3,0.0,-1.79436,0.02,"{'lattice_mat': [[5.773806049052286, 0.0105657504541859, -0.0797144563075639], [-2.8687724442282794, 5.010697816907076, -0.0797144563014348], [-0.0281277286021841, -0.048617941781734, 14.601136291136356]], 'coords': [[2.84416579957399, 1.6119437519393505, 5.822204503293166], [2.911210726133194, 1.7278282323599852, 1.3189454967068281], [0.032744200426005315, 3.360706248060652, 8.619515496706827], [-0.03430072613319142, 3.2448217676400133, 13.12277450329317], [-2.8537480723355806, 4.985785499318759, 3.570575], [5.73065807233558, -0.013135499318758487, 10.871144999999999], [2.8931128845127496, 1.7049016327457482, 9.460094249621012], [-0.01620288451274672, 3.267748367254251, 4.981625750378992], [0.05001856336249048, 3.3822097000431346, 2.1595242496210085], [-0.014065, -0.02431, 7.30057], [0.0, 0.0, 0.0], [2.826891436637509, 1.5904402999568659, 12.282195750378989], [-1.2447547411342768, 2.555895187952138, 3.488674504996964], [0.05477215257920686, 4.802086459202055, 3.652475495003037], [4.121664741134277, 2.416754812047862, 10.953045495003035], [-0.21246810426608492, 1.4433565750111421, 5.917678352566749], [1.5459059017206986, 2.407936087042792, 10.871144999999999], [2.8978601096873393, 3.0732201556358847, 13.705196606080959], [1.6430336388676419, 0.9042914703007885, 8.037093393919038], [-0.02095010968733882, 1.8994298443641158, 0.7365233939190381], [1.2338763611323575, 4.0683585296992115, 6.404626606080961], [4.603059449910726, 0.9824967639060523, 8.56876735932934], [4.305475801380443, 0.4681333860042146, 13.173522640670658], [-1.726149449910726, 3.9901532360939487, 5.872952640670652], [-1.4285658013804436, 4.504516613995784, 1.2681973593293454], [1.3431148487439994, 0.5109330464948514, 13.218248352566752], [3.089378104266087, 3.5292934249888535, 8.524041647433247], [1.5337951512559993, 4.461716953505147, 1.2234716474332488], [1.3310040982793023, 2.5647139129572074, 3.570575], [2.822137847420795, 0.170563540797945, 10.789244504996965]], 'elements': ['Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ba', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.77437, 5.774367, 14.601248], 'angles': [90.9017, 90.9017, 119.6687], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,8.896
JVASP-38319,RbMnO3,0.0,-1.42903,0.4468,"{'lattice_mat': [[3.855087438902826, 0.0, 0.0], [-0.0, 3.855087438902826, -0.0], [0.0, 0.0, 3.8550589789615803]], 'coords': [[0.0, 0.0, 0.0], [1.927545, 1.927545, 1.92753], [0.0, 1.927545, 1.92753], [1.927545, 1.927545, 0.0], [1.927545, 0.0, 1.92753]], 'elements': ['Rb', 'Mn', 'O', 'O', 'O'], 'abc': [3.85509, 3.85509, 3.85506], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.461
JVASP-49950,Na2SnO3,2.632,-1.90354,0.0018,"{'lattice_mat': [[5.6740982441742105, -0.0068781322334443, -0.0024377426833875], [-1.836659941511788, 5.368589547391361, -0.0002728969991977], [-1.9145817979763282, -2.67917146833883, 9.634586003432798]], 'coords': [[2.82998936172907, 0.008374142375536943, 0.08288013214417662], [1.912180273553138, 2.6928466153656534, 1.4885832555431069], [2.831357661330615, 0.008805589782788259, 3.309333912144879], [1.913572424031256, 2.6931426411956796, 4.714878252092822], [-0.004957903442932413, 0.012499022604172023, 4.900823589927943], [2.832879008705808, 0.009183394917495896, 6.305338886868967], [-0.0035018108536523287, 0.013098972374028654, 8.127188404781608], [2.8341622472545467, 0.00995124289920043, 9.53168863990881], [-0.9226678743649522, 2.6970659717732395, 6.432461328358486], [1.9150496357391062, 2.6938835621596895, 7.999647602589965], [-0.006443281188217793, 0.011919089363315163, 1.615991920456213], [-0.9240956303259408, 2.696504838186932, 3.1842856952985286], [-1.1155019766089838, -1.54108298641112, 9.62591950542554], [3.9882277955044336, 1.317825028819149, 1.7508256858352331], [-0.1635235050130994, 4.067831719414175, 1.7521137427603752], [0.7553358129120494, 1.3837279245006793, 3.046991418564209], [3.0704562716068113, 4.002328142014184, 3.045505340686098], [-1.729591306665976, 1.570322181293313, 4.808957754402955], [-0.11716223203487082, 3.823206569091376, 4.807806350063276], [-0.8702654297394415, -1.5051617619215314, 6.570124148078304], [0.8616798658648661, 1.5307922562282172, 6.5687648249755375], [-1.9747932067754972, 1.5344617214781318, 7.86477280513214], [1.9673592023097277, -1.5083868762351456, 7.8636643520156975], [1.1095346488121274, 1.5677271956008036, 9.624356725195092]], 'elements': ['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Sn', 'Sn', 'Sn', 'Sn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.674105, 5.674071, 10.181792], 'angles': [100.8445, 100.8435, 108.9559], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.816
JVASP-85714,Sr2CoO3,0.0,-2.05349,0.3315,"{'lattice_mat': [[2.4691483454545917, 2.5171795860865473, -0.4874954173889386], [-2.4691483454545917, 2.5171795860865473, 0.4874954173889386], [-1.085083649034965, 0.0, 7.489727614251569]], 'coords': [[-0.1053941846816833, 2.517180000000003, 5.95850271116001], [-0.9796858153183162, 2.5171800000000024, 1.5312272888399856], [-0.54254, 0.0, 3.744865], [-0.54254, 2.51718, 3.744865], [-2.606892733341311, 2.5171799999999998, 6.282872557902207], [1.5218127333413107, 2.5171799999999998, 1.206857442097791]], 'elements': ['Sr', 'Sr', 'Co', 'O', 'O', 'O'], 'abc': [3.559572, 3.559572, 7.567923], 'angles': [76.4086, 103.5914, 89.9917], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,5.181
JVASP-42222,Na2BiO3,1.101,-1.55026,0.0002,"{'lattice_mat': [[5.9245669234708584, 0.0075459988035142, -0.0001147147518318], [-2.045809473062658, 5.560187852742018, -0.0031536329997542], [-1.9393696354508152, -2.7783173770304033, 10.261751410524035]], 'coords': [[2.966331409331306, 0.013201415830729061, 0.058511690544767556], [1.9435594987922244, 2.7937580046740504, 1.611397426749791], [2.966069874890358, 0.015080962383746926, 3.4673317300308555], [1.9433782138847129, 2.7960054003159787, 5.068971814450063], [0.004048588315949116, 0.012378632825985244, 5.1886371102008715], [2.9674115192338753, 0.016596718672705894, 6.743061802971022], [0.004453827050496831, 0.014343308733736088, 8.59744062393973], [2.966510481477003, 0.018716896497279062, 10.20056604286139], [-1.0186959759888428, 2.7935779389793316, 6.835699680005303], [1.9436311676748979, 2.797797597331941, 8.530985763160523], [0.003804677527218187, 0.01019792039104295, 1.7072236177796922], [-1.01892079918383, 2.791353293731355, 3.401006270329099], [3.0324787306992973, 4.311141104843435, 0.12363249543990652], [-0.264674382073319, 4.318435709565969, 1.7412943899036717], [4.151162927516194, 1.2699801721650903, 1.7431118352189974], [3.0075730403060175, 4.2676913577053925, 3.2278732608739364], [0.8788189614770675, 1.3222555189104732, 3.22950798171821], [-0.12599110405740496, 4.028818305966381, 5.253825339907203], [-1.9117486683069178, 1.556543606975329, 5.255437824041186], [0.7715748434906636, 1.5602292542137917, 6.872601523471636], [-0.7632865925569435, -1.5333127409808778, 6.875177364850699], [1.9540939939929884, -1.490747049926604, 8.361228610005227], [-1.9451355831733406, 1.5192340099764645, 8.359592121791302], [0.854073889620306, 1.2751628742772996, 0.12539777861491241]], 'elements': ['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Bi', 'Bi', 'Bi', 'Bi', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.924575, 5.924615, 10.806652], 'angles': [100.359, 100.3585, 110.1275], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.951
JVASP-38614,MgPbO3,0.0,-1.323,0.4588,"{'lattice_mat': [[4.007461555402501, 0.0, 0.0], [0.0, 4.007461555402501, 0.0], [-0.0, 0.0, 4.007461555402501]], 'coords': [[2.00373, 2.00373, 2.00373], [0.0, 0.0, 0.0], [2.00373, 2.00373, 0.0], [2.00373, 0.0, 2.00373], [0.0, 2.00373, 2.00373]], 'elements': ['Mg', 'Pb', 'O', 'O', 'O'], 'abc': [4.00746, 4.00746, 4.00746], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.212
JVASP-38283,RbTlO3,0.0,-0.53253,0.4359,"{'lattice_mat': [[4.4063639823069645, -0.0, 0.0], [0.0, 4.4063639823069645, -0.0], [-0.0, 0.0, 4.4063639823069645]], 'coords': [[0.0, 0.0, 0.0], [2.20318, 2.20318, 2.20318], [2.20318, 2.20318, 0.0], [2.20318, 0.0, 2.20318], [0.0, 2.20318, 2.20318]], 'elements': ['Rb', 'Tl', 'O', 'O', 'O'], 'abc': [4.40636, 4.40636, 4.40636], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.557
JVASP-37407,TePdO3,0.0,-0.27155,0.636,"{'lattice_mat': [[4.062374368832906, 0.0, -0.0], [-0.0, 4.062374368832906, 0.0], [-0.0, -0.0, 4.062374368832906]], 'coords': [[2.031185, 2.031185, 2.031185], [0.0, 0.0, 0.0], [2.031185, 2.031185, 0.0], [2.031185, 0.0, 2.031185], [0.0, 2.031185, 2.031185]], 'elements': ['Te', 'Pd', 'O', 'O', 'O'], 'abc': [4.06237, 4.06237, 4.06237], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.985
JVASP-36897,KHfO3,0.0,-2.77629,0.0905,"{'lattice_mat': [[4.161583598973133, -0.0013503176775597, -0.0050192727719067], [0.0013790521039854, 4.161389760743776, -0.0019299634862596], [0.0051393069651145, 0.0019025648408566, 4.161435391051011]], 'coords': [[4.116619013084463, 0.0006020780044740438, 4.148251776253397], [2.034055940297105, 2.080993219498614, 2.0689899123606406], [2.0334404930143, 0.00027324369963228494, 2.0698300575760524], [4.114937276014591, 2.080329792030855, 2.066526718712342], [2.0367994068895094, 2.081861183696428, 4.149671653727554]], 'elements': ['K', 'Hf', 'O', 'O', 'O'], 'abc': [4.161583, 4.161391, 4.161444], 'angles': [90.0004, 89.9984, 89.9996], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.119
JVASP-90431,MnO3,0.0,-1.08366,0.273,"{'lattice_mat': [[2.72970254420549, -3.043444390133467, 2.3282985184901923], [2.72970254420549, 3.043444390133467, -2.3282985184901923], [-2.72970254420549, 3.043444390133467, 2.3282985184901923]], 'coords': [[0.0, 3.04344, 0.0], [0.0, 0.0, 0.0], [2.7297, 1.5217199999999997, 1.3927574109014471], [-7.154811390010802e-16, 1.5217200000000006, 0.9355425890985521], [1.36485, -0.784535460299179, 1.16415], [-1.3648500000000008, 3.827975460299179, 1.1641500000000007], [1.3648499999999992, 2.2589045397008203, -1.1641499999999996], [1.3648499999999997, 3.82797546029918, 1.16415]], 'elements': ['Mn', 'Mn', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [4.70476, 4.70476, 4.70476], 'angles': [99.3857, 120.6761, 109.0708], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '']}",,4.418
JVASP-98301,H4N2O3,4.416,-0.25059,0.4558,"{'lattice_mat': [[6.3353278915058935, 0.0, 0.0], [0.0, 7.466894452328129, 0.0], [0.0, 0.0, 6.236504105389038]], 'coords': [[4.462873400293967, 3.9334528548146737, 5.9746094406375], [6.162974259205303, 5.279742994021138, -0.22449569866807847], [4.229551917117629, 1.6472081389722633, 2.7425570673748356], [5.003985047169382, 3.8233964474857074, 4.411700756257929], [0.17235574079469362, 2.1871470059788622, 2.8937543013319216], [1.3313449528306183, 3.64349355251429, 1.2934507562579294], [2.1057780828823724, 5.819681861027739, 5.860807067374835], [1.0618869171176268, 2.086236861027736, 5.860807067374835], [1.8363200471693808, -0.08995144748570881, 1.2934507562579294], [4.499009952830618, 0.08995144748571181, 4.411700756257929], [5.2734430828823715, 5.380653138972262, 2.7425570673748356], [3.3400207407946967, 1.5462979940211345, -0.22449569866807847], [1.2952084002939661, -0.20000785481467875, 2.8563594406375006], [1.8724565997060347, 3.533437145185322, 2.8563594406375006], [5.0401215997060325, 0.20000785481468025, 5.9746094406375], [2.995309259205307, 5.920592005978863, 2.8937543013319216], [0.2507990092474215, 6.194174564067959, 1.5870474963333652], [-0.250799009247419, 1.2727154359320423, 4.705297496333366], [3.418464009247417, 5.006160435932041, 4.705297496333366], [2.916865990752579, 2.4607295640679547, 1.5870474963333652], [1.610645982840844, 2.9718303703079534, 2.026421401874892], [4.778310982840844, 0.7616146296920426, 5.144671401874894], [1.5570190171591567, 6.705275370307957, 2.026421401874892], [4.724684017159157, 4.495059629692044, 5.144671401874894], [3.2560010468636875, 1.446541333000489, 2.5472905170877658], [3.8308873377228965, 3.289764002043922, 1.3586423762738098], [5.672107662277103, 7.023209002043924, 1.3586423762738098], [2.5044426622771105, 4.177125997956076, 4.4768923762738115], [0.6632223377228924, 0.4436809979560777, 4.4768923762738115], [2.486623626583456, 1.6299243996043518, 0.30997592459794066], [-0.08833604686368816, 5.17998633300049, 2.5472905170877658], [3.848706373416547, 5.836965600395646, 3.428225924597949], [0.0883360468636888, 2.28690366699951, 5.665540517087763], [3.079328953136311, 6.020348666999511, 5.665540517087763], [5.654288626583453, 2.1035206003956466, 3.428225924597949], [0.6810413734165438, 5.363369399604354, 0.30997592459794066]], 'elements': ['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.33533, 7.46689, 6.2365], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,1.802
JVASP-50695,YbCO3,4.844,-2.53059,0.0401,"{'lattice_mat': [[4.341712370780102, 0.0, 0.0], [-0.0, 6.472929496477107, 0.0], [0.0, 0.0, 8.459819848960402]], 'coords': [[0.0, 0.0, 0.0], [0.0, 0.0, 4.22991], [2.170855, 3.236465, 0.0], [2.170855, 3.236465, 4.22991], [0.11214622437701209, 4.078573446837766, 2.114955], [2.0587087756229896, 0.8421084468377651, 2.114955], [2.283001224377014, 5.630821553162233, 6.344865], [4.229563775622986, 2.394356553162234, 6.344865], [1.7367959192608713, 5.302850124656704, 7.4771083280690345], [1.7367959192608713, 5.302850124656704, 5.212621671930966], [2.6049140807391296, 1.170079875343299, 0.9827116719309656], [2.6049140807391296, 1.170079875343299, 3.2471983280690346], [1.2189453125143295, 3.4256773481391973, 2.114955], [0.43405908073912913, 2.0663851246567, 5.212621671930966], [0.43405908073912913, 2.0663851246567, 7.4771083280690345], [3.9076509192608704, 4.406544875343296, 3.2471983280690346], [3.122764687485671, 3.0472526518608007, 6.344865], [3.9076509192608704, 4.406544875343296, 0.9827116719309656], [0.9519096874856707, 0.1892123481391987, 2.114955], [3.389800312514329, 6.283717651860802, 6.344865]], 'elements': ['Yb', 'Yb', 'Yb', 'Yb', 'C', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [4.34171, 6.47293, 8.45982], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,6.511
JVASP-38648,NiRuO3,0.0,-0.05979,0.9909,"{'lattice_mat': [[3.7138632432871224, 0.0, 0.0], [0.0, 3.7138632432871224, 0.0], [-0.0, -0.0, 3.7138632432871224]], 'coords': [[1.85693, 1.85693, 1.85693], [0.0, 0.0, 0.0], [1.85693, 1.85693, 0.0], [0.0, 1.85693, 1.85693], [1.85693, 0.0, 1.85693]], 'elements': ['Ni', 'Ru', 'O', 'O', 'O'], 'abc': [3.71386, 3.71386, 3.71386], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.735
JVASP-38515,KAgO3,0.0,-0.2875,0.4127,"{'lattice_mat': [[4.128437427723593, -0.0, 0.0], [0.0, 4.128437427723593, 0.0], [-0.0, 0.0, 4.128437427723593]], 'coords': [[0.0, 0.0, 0.0], [2.06422, 2.06422, 2.06422], [2.06422, 2.06422, 0.0], [2.06422, 0.0, 2.06422], [0.0, 2.06422, 2.06422]], 'elements': ['K', 'Ag', 'O', 'O', 'O'], 'abc': [4.12844, 4.12844, 4.12844], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.601
JVASP-97866,CdSO3,3.467,-1.29553,0.055,"{'lattice_mat': [[5.620448344959036, 0.0148403795303029, 0.0], [-1.473066078833095, 8.373730075893734, 0.0], [0.0, 0.0, 12.609381246000204]], 'coords': [[2.505395231491547, 7.395269173333901, 5.297535743500223], [-0.20160245903963886, 5.396357315659895, 3.2300285445702106], [0.905449768508453, 5.1801658266661, 11.602225743500233], [4.348982459039634, 2.9922126843401022, 9.379351455429793], [3.6124474590396334, 7.179077684340106, 9.534718544570206], [1.6419847685084537, 0.9933008266660965, 7.311844256499767], [3.2419302314915464, 3.2084041733339044, 1.0071542564997744], [0.5349325409603604, 1.2094923156598996, 3.0746614554297933], [4.70919444033309, 2.1771197673346725, 5.992680633199115], [3.97265944033309, 6.363984767334671, 0.31200936680088237], [0.17472055966691136, 2.024585232665327, 12.297370633199122], [-0.5618144403330891, 6.21145023266533, 6.616699366800877], [2.5549342377110658, 0.2728678442049826, 10.448750891851232], [1.5924457622889279, 8.115702155795017, 2.1606291081487603], [2.3289807622889285, 3.928837155795015, 4.144060891851246], [1.8183992377110656, 4.459732844204983, 8.465319108148769], [4.506461798712354, 6.200834885345684, 5.166900006804956], [2.7908021937463783, 8.254678234401842, 3.1615809740842113], [0.6239650895838965, 7.217224728409871, 6.629776116055443], [-0.35908179871235174, 2.1877351146543185, 7.442479993195044], [4.641680432430268, 2.86200550969427, 11.624300117818583], [-0.494300432430267, 5.5265644903057325, 0.9850798821814144], [2.980656664793801, 4.938897303813441, 9.404353506711475], [3.527337193746378, 4.06781323440184, 3.14310902591579], [1.5974625784576235, 7.218761865878915, 10.7507204385399], [2.5499174215423785, 1.1698081341210806, 1.8586595614600956], [0.6200428062536195, 4.3207567655981585, 9.466270974084212], [3.7171916647938015, 0.7520323038134388, 9.509716493288524], [-1.0956167987123513, 6.374600114654315, 11.471590006804956], [1.8133824215423777, 5.356673134121086, 4.446030438539906], [1.3565778062536196, 0.13389176559815866, 9.447799025915788], [1.3605000895838955, 3.030359728409877, 12.284293883944557], [2.3339975784576223, 3.0318968658789203, 8.1633495614601], [1.1667233352062012, 3.4496726961865596, 3.2050264932885306], [3.523414910416105, 1.1713452715901258, 5.979603883944558], [3.9051454324302677, 7.048870509694267, 7.2897698821814165], [0.43018833520620114, 7.63653769618656, 3.0996635067114706], [5.242996798712355, 2.0139698853456824, 1.1377899931950435], [2.7868799104161037, 5.35821027159013, 0.32508611605543974], [0.24223456756973363, 1.3396994903057293, 5.319610117818587]], 'elements': ['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.62047, 8.502311, 12.60938], 'angles': [90.0, 90.0, 99.8259], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.307
