jid,formula,band_gap,formation_energy_per_atom,energy_above_hull,structure_dict,symmetry,density
JVASP-37724,HoGeO3,0.0,-2.14675,0.6684,"{'lattice_mat': [[3.8856589721030312, 0.0, 0.0], [0.0, 3.8856589721030312, -0.0], [0.0, -0.0, 3.8856589721030312]], 'coords': [[0.0, 0.0, 0.0], [1.94283, 1.94283, 1.94283], [0.0, 1.94283, 1.94283], [1.94283, 1.94283, 0.0], [1.94283, 0.0, 1.94283]], 'elements': ['Ho', 'Ge', 'O', 'O', 'O'], 'abc': [3.88566, 3.88566, 3.88566], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.083
JVASP-37385,TmO3,0.0,-1.74433,0.7129,"{'lattice_mat': [[-0.0, 2.747039019265483, 2.747039019265483], [2.747039019265483, -0.0, 2.747039019265483], [2.747039019265483, 2.747039019265483, 0.0]], 'coords': [[4.12056, 4.12056, 4.12056], [0.0, 0.0, 0.0], [2.747045494079986, 2.747045494079986, 2.747045494079986], [1.3735145059200138, 1.3735145059200138, 1.3735145059200138]], 'elements': ['Tm', 'O', 'O', 'O'], 'abc': [3.884901, 3.884901, 3.884901], 'angles': [60.0, 60.0, 60.0], 'cartesian': True, 'props': ['', '', '', '']}",,8.689
JVASP-54692,NdH3O3,3.768,-2.01225,0.0001,"{'lattice_mat': [[3.224066659468833, -5.584246962318252, 0.0], [3.2240666087592813, 5.584246991595426, -0.0], [0.0, 0.0, 3.7368123610305535]], 'coords': [[3.22407, 1.8614203894999641, 2.8026075], [3.22407, -1.861420389499964, 0.9342025], [3.2339309267277043, -4.063422603036187, 2.8026075], [5.126133657405955, -0.7518738900909081, 2.8026075], [1.3121454158663408, -0.7689535068729046, 2.8026075], [3.214209073272297, 4.063422603036186, 0.9342025], [1.322006342594046, 0.7518738900909084, 0.9342025], [5.135994584133661, 0.7689535068729086, 0.9342025], [3.954496786434036, -3.404584465418915, 2.8026075], [4.19528307612011, -0.4572593755576808, 2.8026075], [1.522430137445852, -1.72239499052335, 2.8026075], [2.493643213565965, 3.404584465418916, 0.9342025], [2.2528569238798877, 0.4572593755576812, 0.9342025], [4.9257098625541476, 1.7223949905233569, 0.9342025]], 'elements': ['Nd', 'Nd', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.448137, 6.448137, 3.73681], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.819
JVASP-37909,BeGaO3,0.0,-1.07762,1.1368,"{'lattice_mat': [[3.4603752947786166, 0.0, 0.0], [0.0, 3.4603752947786166, -0.0], [0.0, 0.0, 3.460375294778616]], 'coords': [[1.73019, 1.73019, 1.73019], [0.0, 0.0, 0.0], [1.73019, 1.73019, 0.0], [1.73019, 0.0, 1.73019], [0.0, 1.73019, 1.73019]], 'elements': ['Be', 'Ga', 'O', 'O', 'O'], 'abc': [3.46038, 3.46038, 3.46038], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.079
JVASP-39402,KNaO3,0.0,-0.28176,0.8333,"{'lattice_mat': [[4.367020099547538, 0.0, 0.0], [0.0, 4.367020099547538, 0.0], [-0.0, 0.0, 4.366747521221615]], 'coords': [[0.0, 0.0, 0.0], [2.18351, 2.18351, 2.183375], [2.18351, 0.0, 2.183375], [2.18351, 2.18351, 0.0], [0.0, 2.18351, 2.183375]], 'elements': ['K', 'Na', 'O', 'O', 'O'], 'abc': [4.36702, 4.36702, 4.36675], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,2.195
JVASP-37910,DyAlO3,3.166,-3.5098,0.1237,"{'lattice_mat': [[3.700167288303991, 0.0, -0.0], [0.0, 3.700167288303991, -0.0], [0.0, 0.0, 3.700167288303991]], 'coords': [[0.0, 0.0, 0.0], [1.850085, 1.850085, 1.850085], [1.850085, 1.850085, 0.0], [1.850085, 0.0, 1.850085], [0.0, 1.850085, 1.850085]], 'elements': ['Dy', 'Al', 'O', 'O', 'O'], 'abc': [3.70017, 3.70017, 3.70017], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.784
JVASP-37662,PrHo3,0.0,0.0211,0.027,"{'lattice_mat': [[4.997401669662486, 0.0, -0.0], [-0.0, 4.997401669662486, -0.0], [0.0, 0.0, 4.997401669662486]], 'coords': [[0.0, 0.0, 0.0], [0.0, 2.4987, 2.4987], [2.4987, 0.0, 2.4987], [2.4987, 2.4987, 0.0]], 'elements': ['Pr', 'Ho', 'Ho', 'Ho'], 'abc': [4.9974, 4.9974, 4.9974], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '']}",,8.458
JVASP-38509,NaBeO3,0.0,-1.1383,0.6264,"{'lattice_mat': [[3.5669866750816692, 0.0, -0.0], [0.0, 3.5669866750816692, -0.0], [0.0, 0.0, 3.5669866750816692]], 'coords': [[0.0, 0.0, 0.0], [1.783495, 1.783495, 1.783495], [1.783495, 1.783495, 0.0], [1.783495, 0.0, 1.783495], [0.0, 1.783495, 1.783495]], 'elements': ['Na', 'Be', 'O', 'O', 'O'], 'abc': [3.56699, 3.56699, 3.56699], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,2.927
JVASP-38692,NaRuO3,0.0,-1.32743,0.0,"{'lattice_mat': [[3.837703864536524, 0.0, -0.0], [0.0, 3.837703864536524, 0.0], [0.0, -0.0, 3.837703864536524]], 'coords': [[0.0, 0.0, 0.0], [1.91885, 1.91885, 1.91885], [1.91885, 1.91885, 0.0], [1.91885, 0.0, 1.91885], [0.0, 1.91885, 1.91885]], 'elements': ['Na', 'Ru', 'O', 'O', 'O'], 'abc': [3.8377, 3.8377, 3.8377], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.055
JVASP-54693,SmH3O3,3.758,-2.02937,0.0,"{'lattice_mat': [[3.1884924184276264, -5.5226300490205125, 0.0], [3.1884923910766707, 5.522630064811592, -0.0], [-0.0, 0.0, 3.662681084577997]], 'coords': [[3.18849, 1.8408803484199647, 2.74701], [3.18849, -1.8408803484199645, 0.91567], [3.187626881561781, -4.014770155291915, 2.74701], [5.071567413516551, -0.7546774052972917, 2.74701], [1.3062757049216667, -0.7531824394108741, 2.74701], [3.1893531184382176, 4.0147701552919175, 0.91567], [1.305412586483448, 0.7546774052972867, 0.91567], [5.070704295078333, 0.7531824394108698, 0.91567], [3.912056586547734, -3.3601662854059287, 2.74701], [4.142452509636973, -0.4545989126169056, 2.74701], [1.5109609038152938, -1.707853756717195, 2.74701], [2.464923413452268, 3.3601662854059318, 0.91567], [2.2345274903630266, 0.45459891261690255, 0.91567], [4.866019096184707, 1.7078537567171963, 0.91567]], 'elements': ['Sm', 'Sm', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.376983, 6.376983, 3.66268], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.185
JVASP-54694,NdH3O3,3.769,-2.01232,0.0,"{'lattice_mat': [[0.0, 6.449031351681584, 0.0241291545004491], [3.7365283634136364, 0.0, 0.0], [0.0, -3.2031890057695085, -5.596478099290016]], 'coords': [[0.0, 3.241397126912114, -1.8201980493997312], [1.868265, 0.02369679117741383, -3.693514513299058], [0.0, -1.883415828916334, -4.79359601739496], [0.0, 0.025653048023824305, -1.491374303117609], [0.0, 1.9298809061153481, -4.795210516363502], [1.868265, 5.148511074835786, -0.7201816194727921], [1.868265, 3.239486563079003, -4.0222610703397965], [1.868265, 1.3352540503520323, -0.7184897542717045], [0.0, -1.677386886077103, -3.8392097749394347], [0.0, 0.7485378657350618, -2.147679225520281], [0.0, 1.0002832486747817, -5.093796684036234], [1.868265, 4.942485624696434, -1.6745669476690024], [1.868265, 2.516542942161204, -3.3660207537184097], [1.868265, 2.264846276590523, -0.41989387098754166]], 'elements': ['Nd', 'Nd', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.449075, 3.73653, 6.448334], 'angles': [90.0, 119.9994, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.819
JVASP-38546,NaCdO3,0.0,-0.3373,0.6834,"{'lattice_mat': [[4.224887436495892, 0.0, -0.0], [0.0, 4.224887436495892, -0.0], [-0.0, -0.0, 4.223633389018267]], 'coords': [[0.0, 0.0, 0.0], [2.112445, 2.112445, 2.111815], [0.0, 2.112445, 2.111815], [2.112445, 2.112445, 0.0], [2.112445, 0.0, 2.111815]], 'elements': ['Na', 'Cd', 'O', 'O', 'O'], 'abc': [4.22489, 4.22489, 4.22363], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.04
JVASP-38451,PrNbO3,0.0,-2.75455,0.3082,"{'lattice_mat': [[4.082712314883473, 0.0, 0.0], [-0.0, 4.082712314883473, 0.0], [-0.0, -0.0, 4.082712314883473]], 'coords': [[0.0, 0.0, 0.0], [2.041355, 2.041355, 2.041355], [2.041355, 2.041355, 0.0], [2.041355, 0.0, 2.041355], [0.0, 2.041355, 2.041355]], 'elements': ['Pr', 'Nb', 'O', 'O', 'O'], 'abc': [4.08271, 4.08271, 4.08271], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.876
JVASP-38548,NaHo3,0.0,0.315,0.3181,"{'lattice_mat': [[4.94351428316516, -0.0, -0.0], [-0.0, 4.94351428316516, -0.0], [0.0, -0.0, 4.94351428316516]], 'coords': [[0.0, 0.0, 0.0], [0.0, 2.471755, 2.471755], [2.471755, 0.0, 2.471755], [2.471755, 2.471755, 0.0]], 'elements': ['Na', 'Ho', 'Ho', 'Ho'], 'abc': [4.94351, 4.94351, 4.94351], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '']}",,7.117
JVASP-37444,YOsO3,0.0,-1.67749,0.7403,"{'lattice_mat': [[3.959476741161366, -0.0, -0.0], [0.0, 3.959476741161366, -0.0], [0.0, 0.0, 3.959476741161366]], 'coords': [[0.0, 0.0, 0.0], [1.97974, 1.97974, 1.97974], [1.97974, 1.97974, 0.0], [0.0, 1.97974, 1.97974], [1.97974, 0.0, 1.97974]], 'elements': ['Y', 'Os', 'O', 'O', 'O'], 'abc': [3.95948, 3.95948, 3.95948], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.751
JVASP-39407,HoSnO3,0.0,-1.92444,0.8634,"{'lattice_mat': [[4.337005169332123, 0.0, -0.0], [0.0, 4.337005169332123, 0.0], [0.0, 0.0, 4.337005169332123]], 'coords': [[2.168505, 2.168505, 2.168505], [0.0, 0.0, 0.0], [2.168505, 0.0, 2.168505], [2.168505, 2.168505, 0.0], [0.0, 2.168505, 2.168505]], 'elements': ['Ho', 'Sn', 'O', 'O', 'O'], 'abc': [4.33701, 4.33701, 4.33701], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.751
JVASP-39254,KReO3,0.0,-1.91027,0.0,"{'lattice_mat': [[3.932553714149336, 0.0, -0.0], [-0.0, 3.932553714149336, 0.0], [-0.0, 0.0, 3.932553714149336]], 'coords': [[0.0, 0.0, 0.0], [1.966275, 1.966275, 1.966275], [1.966275, 1.966275, 0.0], [1.966275, 0.0, 1.966275], [0.0, 1.966275, 1.966275]], 'elements': ['K', 'Re', 'O', 'O', 'O'], 'abc': [3.93255, 3.93255, 3.93255], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.462
JVASP-39340,LiHoO3,0.0,-2.11433,0.467,"{'lattice_mat': [[3.6347012375630854, 0.0, -0.0], [0.0, 3.6347012375630854, 0.0], [-0.0, 0.0, 3.6347012375630854]], 'coords': [[1.81735, 1.81735, 1.81735], [0.0, 0.0, 0.0], [1.81735, 1.81735, 0.0], [1.81735, 0.0, 1.81735], [0.0, 1.81735, 1.81735]], 'elements': ['Li', 'Ho', 'O', 'O', 'O'], 'abc': [3.6347, 3.6347, 3.6347], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.603
JVASP-37521,TbRbO3,0.0,-2.08304,0.3746,"{'lattice_mat': [[4.506932827245051, -0.0, -0.0], [0.0, 4.506932827245051, -0.0], [-0.0, 0.0, 4.506932827245051]], 'coords': [[2.253465, 2.253465, 2.253465], [0.0, 0.0, 0.0], [2.253465, 2.253465, 0.0], [2.253465, 0.0, 2.253465], [0.0, 2.253465, 2.253465]], 'elements': ['Tb', 'Rb', 'O', 'O', 'O'], 'abc': [4.50693, 4.50693, 4.50693], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.304
JVASP-39343,KErO3,0.0,-2.13554,0.3853,"{'lattice_mat': [[4.40900346128938, -0.0, 0.0], [-0.0, 4.40900346128938, 0.0], [-0.0, -0.0, 4.40900346128938]], 'coords': [[0.0, 0.0, 0.0], [2.2045, 2.2045, 2.2045], [2.2045, 2.2045, 0.0], [2.2045, 0.0, 2.2045], [0.0, 2.2045, 2.2045]], 'elements': ['K', 'Er', 'O', 'O', 'O'], 'abc': [4.409, 4.409, 4.409], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.928
JVASP-38806,NbTlO3,0.367,-2.15686,0.0061,"{'lattice_mat': [[4.1015982825341615, 0.0, 0.0], [0.0, 4.1015982825341615, -0.0], [0.0, 0.0, 4.1015982825341615]], 'coords': [[2.0508, 2.0508, 2.0508], [0.0, 0.0, 0.0], [2.0508, 2.0508, 0.0], [2.0508, 0.0, 2.0508], [0.0, 2.0508, 2.0508]], 'elements': ['Nb', 'Tl', 'O', 'O', 'O'], 'abc': [4.1016, 4.1016, 4.1016], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,8.309
JVASP-59582,LaMnO3,0.0,-2.86515,0.0239,"{'lattice_mat': [[4.802986499245469, -0.0126727733415463, 2.6763021251468104], [1.5666306907214549, 4.540320064799848, 2.6763021235997475], [-0.0178286136942934, -0.0126727657962678, 5.498268400546752]], 'coords': [[4.7638425, 3.386235, 8.1381525], [1.5879475, 1.128745, 2.7127175], [3.175895, 2.25749, 5.425435], [0.0, 0.0, 0.0], [2.677832596769552, 3.3989050000038157, 3.8714101429527243], [3.888682036935071, 0.8328719992319124, 4.230324857044506], [1.3732228662953774, 1.4119480007642726, 5.4618525000027685], [3.6739574032304474, 1.116074999996184, 6.9794598570472735], [4.978567133704624, 3.1030319992357294, 5.389017499997232], [2.4631079630649295, 3.6821080007680873, 6.6205451429554945]], 'elements': ['La', 'La', 'Mn', 'Mn', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.498314, 5.49831, 5.498314], 'angles': [61.0583, 61.0584, 61.0583], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,6.674
JVASP-38840,PaAgO3,0.952,-2.58434,0.0,"{'lattice_mat': [[4.342250946433765, -0.0, -0.0], [-0.0, 4.342250946433765, 0.0], [0.0, 0.0, 4.342250946433765]], 'coords': [[2.171125, 2.171125, 2.171125], [0.0, 0.0, 0.0], [2.171125, 2.171125, 0.0], [2.171125, 0.0, 2.171125], [0.0, 2.171125, 2.171125]], 'elements': ['Pa', 'Ag', 'O', 'O', 'O'], 'abc': [4.34225, 4.34225, 4.34225], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.847
JVASP-54697,SmH3O3,3.757,-2.0294,0.0,"{'lattice_mat': [[0.0, 6.37703186206128, 0.0328089248125864], [3.661789772345896, 0.0, 0.0], [0.0, -3.158818912692158, -5.5397887834367205]], 'coords': [[2.7463425, 3.1985213380297695, -1.8245391019065065], [0.9154475, 0.01968866197022509, -3.682440898093494], [2.7463425, 1.9085999103409512, -4.758552186415085], [2.7463425, -1.8571692492326497, -4.779796978269907], [2.7463425, 0.007437242258767189, -1.5086711648595754], [0.9154475, 1.3096100896590437, -0.748427813584916], [0.9154475, 5.07537924923265, -0.7271830217300924], [0.9154475, 3.210772757741233, -3.998308835140427], [2.7463425, 0.9811234026171264, -5.063586008905777], [2.7463425, -1.6574091053903734, -3.82408173547514], [2.7463425, 0.7353298710179359, -2.159397862849395], [0.9154475, 2.237086597382878, -0.44339399109422384], [0.9154475, 4.875619105390375, -1.6828982645248587], [0.9154475, 2.4828801289820657, -3.3475821371506056]], 'elements': ['Sm', 'Sm', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.377114, 3.66179, 6.377101], 'angles': [90.0, 119.9868, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.185
JVASP-37666,RbTmO3,0.0,-2.16642,0.3516,"{'lattice_mat': [[4.424508923066145, 0.0, 0.0], [-0.0, 4.424508923066145, 0.0], [0.0, -0.0, 4.424508923066145]], 'coords': [[0.0, 0.0, 0.0], [2.212255, 2.212255, 2.212255], [2.212255, 2.212255, 0.0], [2.212255, 0.0, 2.212255], [0.0, 2.212255, 2.212255]], 'elements': ['Rb', 'Tm', 'O', 'O', 'O'], 'abc': [4.42451, 4.42451, 4.42451], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.797
JVASP-37567,YbRbO3,0.0,-1.43815,0.6088,"{'lattice_mat': [[4.460835898599909, 0.0, 0.0], [-0.0, 4.461501691238381, 0.0], [0.0, 0.0, 4.461612281302148]], 'coords': [[2.23042, 2.23075, 2.230805], [0.0, 0.0, 0.0], [0.0, 2.23075, 2.230805], [2.23042, 2.23075, 0.0], [2.23042, 0.0, 2.230805]], 'elements': ['Yb', 'Rb', 'O', 'O', 'O'], 'abc': [4.46084, 4.4615, 4.46161], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.732
JVASP-16457,BeMo3,0.0,0.01076,0.1212,"{'lattice_mat': [[4.84424576298703, -0.0, 0.0], [-0.0, 4.84424576298703, 0.0], [0.0, 0.0, 4.84424576298703]], 'coords': [[0.0, 0.0, 0.0], [2.422125, 2.422125, 2.422125], [1.2110625, 0.0, 2.422125], [3.6331875, 0.0, 2.422125], [0.0, 2.422125, 1.2110625], [0.0, 2.422125, 3.6331875], [2.422125, 3.6331875, 0.0], [2.422125, 1.2110625, 0.0]], 'elements': ['Be', 'Be', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'], 'abc': [4.84425, 4.84425, 4.84425], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '']}",,8.672
JVASP-16497,TaCo3,0.0,-0.26977,0.0083,"{'lattice_mat': [[3.632330785779915, 0.0, -0.0], [0.0, 3.632330785779915, -0.0], [0.0, 0.0, 3.632330785779915]], 'coords': [[0.0, 0.0, 0.0], [0.0, 1.816165, 1.816165], [1.816165, 1.816165, 0.0], [1.816165, 0.0, 1.816165]], 'elements': ['Ta', 'Co', 'Co', 'Co'], 'abc': [3.63233, 3.63233, 3.63233], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '']}",,12.396
JVASP-39301,FeRhO3,0.0,-0.44029,0.7285,"{'lattice_mat': [[3.712511475346791, -0.0, 0.0], [0.0, 3.7125187598980904, 0.0], [0.0, 0.0, 3.7126131168325176]], 'coords': [[1.856255, 1.85626, 1.856305], [0.0, 0.0, 0.0], [1.856255, 0.0, 1.856305], [1.856255, 1.85626, 0.0], [0.0, 1.85626, 1.856305]], 'elements': ['Fe', 'Rh', 'O', 'O', 'O'], 'abc': [3.71251, 3.71252, 3.71261], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.709
JVASP-59583,PrNiO3,0.0,-2.33887,0.0145,"{'lattice_mat': [[4.68534407418968, -0.0317027568630946, 2.56543744430691], [1.505716799851722, 4.436921003671449, 2.565437439731083], [-0.0445554937558368, -0.03170275811688, 5.3415289209090036]], 'coords': [[4.609875000000001, 3.28014, 7.8543075], [1.5366250000000001, 1.09338, 2.6181025], [3.0732500000000003, 2.18676, 5.236205], [0.0, 0.0, 0.0], [2.0043681079800884, 3.311840000000835, 4.068164336564358], [3.9727453933199546, 1.3468970153660464, 3.733480663438222], [1.7060114986999548, 0.8081629846331172, 5.288867499997417], [4.14213189201991, 1.0616799999991642, 6.404245663435642], [4.4404885013000435, 3.565357015366881, 5.18354250000258], [2.1737546066800446, 3.0266229846339523, 6.738929336561776]], 'elements': ['Pr', 'Pr', 'Ni', 'Ni', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.341807, 5.34181, 5.34181], 'angles': [61.774, 61.774, 61.7739], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '']}",,7.338
JVASP-38460,NaLiO3,0.0,-0.5208,0.6816,"{'lattice_mat': [[3.77834001933462, 0.0, -0.0], [0.0, 3.77834001933462, -0.0], [0.0, 0.0, 3.77834001933462]], 'coords': [[0.0, 0.0, 0.0], [1.88917, 1.88917, 1.88917], [1.88917, 1.88917, 0.0], [1.88917, 0.0, 1.88917], [0.0, 1.88917, 1.88917]], 'elements': ['Na', 'Li', 'O', 'O', 'O'], 'abc': [3.77834, 3.77834, 3.77834], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,2.399
JVASP-49923,SmTlO3,0.901,-2.17124,0.0506,"{'lattice_mat': [[5.681135695169904, 0.0, 0.0], [0.0, 6.079097043025, 0.0], [0.0, 0.0, 8.572873105076605]], 'coords': [[5.530524468922339, 0.42594316251884917, 2.1432175], [2.6899544689223416, 2.613606837481151, 6.4296524999999995], [2.991185531077661, 3.4654931625188485, 2.1432175], [0.15061553107765852, 5.653156837481152, 6.4296524999999995], [2.84057, 0.0, 0.0], [2.84057, 0.0, 4.286435], [0.0, 3.03955, 0.0], [0.0, 3.03955, 4.286435], [4.605459051194708, 4.936644762297441, 0.6938553990618359], [1.764889051194704, 4.182005237702559, 4.980290399061841], [1.764889051194704, 4.182005237702559, 7.879014600938159], [4.794247583462522, 3.510817717671221, 6.4296524999999995], [0.8868924165374761, 2.5682822823287816, 2.1432175], [1.0756809488052956, 1.1424552377025605, 4.980290399061841], [3.916250948805293, 1.897094762297441, 3.592579600938164], [1.0756809488052956, 1.1424552377025605, 7.879014600938159], [4.605459051194708, 4.936644762297441, 3.592579600938164], [3.7274624165374783, 0.4712677176712194, 6.4296524999999995], [3.916250948805293, 1.897094762297441, 0.6938553990618359], [1.9536775834625242, 5.60783228232878, 2.1432175]], 'elements': ['Sm', 'Sm', 'Sm', 'Sm', 'Tl', 'Tl', 'Tl', 'Tl', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.68114, 6.0791, 8.57287], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,9.035
JVASP-54699,TbH3O3,3.788,-2.05211,0.0,"{'lattice_mat': [[0.0, 6.29143491287483, 0.0479519294590707], [3.5694215951878094, 0.0, 0.0], [0.0, -3.1024754752047827, -5.4741152474670525]], 'coords': [[2.677065, 0.028932418449270348, -3.6337758216963643], [0.892355, 3.1600175815507296, -1.792394178303638], [2.677065, 3.1911692049654787, -3.933033011646118], [2.677065, 1.2904289650868666, -0.7480762333605571], [2.677065, 5.000068556397902, -0.6962277496571689], [0.892355, -0.0022192049654787536, -1.4931369883538834], [0.892355, 1.8985210349131334, -4.678093766639445], [0.892355, -1.8111185563979058, -4.729942250342833], [2.677065, 2.4584844682620837, -3.287857176320708], [2.677065, 2.215658143353483, -0.4366101512902958], [2.677065, 4.806445738607081, -1.6531078989052503], [0.892355, 0.7304655317379204, -2.138312823679293], [0.892355, 0.973291856646516, -4.989559848709702], [0.892355, -1.617495738607081, -3.773062101094748]], 'elements': ['Tb', 'Tb', 'H', 'H', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.291613, 3.56942, 6.292168], 'angles': [90.0, 119.9792, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.697
JVASP-49924,Ti3N2O3,1.562,-2.52297,0.028,"{'lattice_mat': [[3.8470249697254295, 8.35026e-10, -7.4917e-12], [-1.9235129823913375, 4.872314160000584, -0.01954243093951], [-3.08981e-11, -0.0497500666521603, 9.897193091351664]], 'coords': [[-3.7370422633571835e-13, 1.3908856358214425, 5.5955701088165], [-4.964947814856102e-14, 1.3886044213479656, 9.300634890540133], [1.9235097536354716e-06, 1.9415744457354134, 2.4567920947298947], [1.9235119235105418, 2.8885176665617287, 7.481358435587821], [1.9235080764904318, 3.5003513799992576, 0.5459137980339382], [1.9235100000003302, 3.535585336798123, 4.3339242769262185], [3.847019619272493e-06, 2.9536295733745117, 4.225725316239268], [1.923509913381612e-06, 3.0277775323767373, 0.7698717302242533], [3.204760192752038e-13, 2.278917586124124, 7.363474779187515], [1.9235119235105997, 1.8406710012693137, 9.166154254473463], [1.923510082903659e-06, 0.45651270111126746, 1.1650312936647986], [-1.9235103879669783e-06, 0.3910397174151106, 3.7287474652691683], [1.923511923509776, 4.377941214251276, 6.073072611535995], [1.9235099999999836, 4.387668988885204, 8.703253429716595], [1.9235119235097808, 1.7622606904158133, 5.636507321380451], [1.9235080764897052, 2.4585323141426674, 2.475178129944101]], 'elements': ['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'N', 'N', 'N', 'N', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [3.84702, 5.23829, 9.897315], 'angles': [90.4816, 90.0, 111.5432], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,3.932
JVASP-38297,RbTe3Mo3,0.0,-0.5043,0.0,"{'lattice_mat': [[0.0, 9.910054542258006, 0.0010748850735151], [4.619384928099879, 0.0, 0.0], [0.0, -4.95417011514138, -8.582795534836842]], 'coords': [[0.0, 4.955302507590012, -2.8602159779343426], [2.30969, 0.0005828303462621869, -5.721515351598753], [0.0, 2.910543988002579, -6.0085960185607155], [0.0, -1.205743416280731, -3.0578730240378893], [0.0, -1.7031071142876189, -8.098048479107424], [2.30969, 2.0453259448007572, -2.573079030160835], [2.30969, 6.659046568524659, -0.4837017347679273], [2.30969, 6.161583346075071, -5.523896807505303], [0.0, 0.9551435333853541, -1.1980940279676526], [0.0, 8.39489698072583, -0.2270568418319913], [0.0, 5.515904096287026, -7.155511203138253], [2.30969, 4.000771429766755, -7.383625390312788], [2.30969, -0.5600466655390001, -1.4261981914192137], [2.30969, -3.4390192534170216, -8.354706501246897]], 'elements': ['Rb', 'Rb', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo', 'Mo'], 'abc': [9.91005, 4.61938, 9.910008], 'angles': [90.0, 120.0006, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,6.391
